image_path,label
processed_images\angry_Training_49536798.jpg_0.jpg,angry
processed_images\angry_Training_49566280.jpg_0.jpg,angry
processed_images\angry_Training_49587286.jpg_0.jpg,angry
processed_images\angry_Training_49676181.jpg_0.jpg,angry
processed_images\angry_Training_49687257.jpg_0.jpg,angry
processed_images\angry_Training_4972797.jpg_0.jpg,angry
processed_images\angry_Training_49760381.jpg_0.jpg,angry
processed_images\angry_Training_49849441.jpg_0.jpg,angry
processed_images\angry_Training_4998819.jpg_0.jpg,angry
processed_images\angry_Training_50055621.jpg_0.jpg,angry
processed_images\angry_Training_50060395.jpg_0.jpg,angry
processed_images\angry_Training_50089994.jpg_0.jpg,angry
processed_images\angry_Training_50095517.jpg_0.jpg,angry
processed_images\angry_Training_50120123.jpg_0.jpg,angry
processed_images\angry_Training_5016510.jpg_0.jpg,angry
processed_images\angry_Training_50191656.jpg_0.jpg,angry
processed_images\angry_Training_50226408.jpg_0.jpg,angry
processed_images\angry_Training_50254044.jpg_0.jpg,angry
processed_images\angry_Training_50270885.jpg_0.jpg,angry
processed_images\angry_Training_50325703.jpg_0.jpg,angry
processed_images\angry_Training_50329937.jpg_0.jpg,angry
processed_images\angry_Training_50385584.jpg_0.jpg,angry
processed_images\angry_Training_50409958.jpg_0.jpg,angry
processed_images\angry_Training_50437183.jpg_0.jpg,angry
processed_images\angry_Training_50447722.jpg_0.jpg,angry
processed_images\angry_Training_50449072.jpg_0.jpg,angry
processed_images\angry_Training_5047098.jpg_0.jpg,angry
processed_images\angry_Training_50527443.jpg_0.jpg,angry
processed_images\angry_Training_50554090.jpg_0.jpg,angry
processed_images\angry_Training_50609770.jpg_0.jpg,angry
processed_images\angry_Training_5066738.jpg_0.jpg,angry
processed_images\angry_Training_5069536.jpg_0.jpg,angry
processed_images\angry_Training_50699592.jpg_0.jpg,angry
processed_images\angry_Training_50713497.jpg_0.jpg,angry
processed_images\angry_Training_50749670.jpg_0.jpg,angry
processed_images\angry_Training_50759085.jpg_0.jpg,angry
processed_images\angry_Training_50782856.jpg_0.jpg,angry
processed_images\angry_Training_50797170.jpg_0.jpg,angry
processed_images\angry_Training_50842486.jpg_0.jpg,angry
processed_images\angry_Training_50920333.jpg_0.jpg,angry
processed_images\angry_Training_5099181.jpg_0.jpg,angry
processed_images\angry_Training_50998630.jpg_0.jpg,angry
processed_images\angry_Training_51002390.jpg_0.jpg,angry
processed_images\angry_Training_51021087.jpg_0.jpg,angry
processed_images\angry_Training_51050514.jpg_0.jpg,angry
processed_images\angry_Training_51057506.jpg_0.jpg,angry
processed_images\angry_Training_51155395.jpg_0.jpg,angry
processed_images\angry_Training_51191080.jpg_0.jpg,angry
processed_images\angry_Training_51191606.jpg_0.jpg,angry
processed_images\angry_Training_51228089.jpg_0.jpg,angry
processed_images\angry_Training_51261079.jpg_0.jpg,angry
processed_images\angry_Training_51323088.jpg_0.jpg,angry
processed_images\angry_Training_51338649.jpg_0.jpg,angry
processed_images\angry_Training_51341858.jpg_0.jpg,angry
processed_images\angry_Training_5136276.jpg_0.jpg,angry
processed_images\angry_Training_51377214.jpg_0.jpg,angry
processed_images\angry_Training_51384231.jpg_0.jpg,angry
processed_images\angry_Training_51410246.jpg_0.jpg,angry
processed_images\angry_Training_51425345.jpg_0.jpg,angry
processed_images\angry_Training_51444589.jpg_0.jpg,angry
processed_images\angry_Training_51451402.jpg_0.jpg,angry
processed_images\angry_Training_51464036.jpg_0.jpg,angry
processed_images\angry_Training_51514350.jpg_0.jpg,angry
processed_images\angry_Training_51535718.jpg_0.jpg,angry
processed_images\angry_Training_51566202.jpg_0.jpg,angry
processed_images\angry_Training_51606164.jpg_0.jpg,angry
processed_images\angry_Training_5163220.jpg_0.jpg,angry
processed_images\angry_Training_51691115.jpg_0.jpg,angry
processed_images\angry_Training_51702497.jpg_0.jpg,angry
processed_images\angry_Training_51714417.jpg_0.jpg,angry
processed_images\angry_Training_51810677.jpg_0.jpg,angry
processed_images\angry_Training_51819881.jpg_0.jpg,angry
processed_images\angry_Training_51840205.jpg_0.jpg,angry
processed_images\angry_Training_51885310.jpg_0.jpg,angry
processed_images\angry_Training_51970741.jpg_0.jpg,angry
processed_images\angry_Training_52020878.jpg_0.jpg,angry
processed_images\angry_Training_52126501.jpg_0.jpg,angry
processed_images\angry_Training_5222845.jpg_0.jpg,angry
processed_images\angry_Training_52279363.jpg_0.jpg,angry
processed_images\angry_Training_5230340.jpg_0.jpg,angry
processed_images\angry_Training_52322132.jpg_0.jpg,angry
processed_images\angry_Training_52392029.jpg_0.jpg,angry
processed_images\angry_Training_52407046.jpg_0.jpg,angry
processed_images\angry_Training_52439191.jpg_0.jpg,angry
processed_images\angry_Training_52504873.jpg_0.jpg,angry
processed_images\angry_Training_52524029.jpg_0.jpg,angry
processed_images\angry_Training_5253415.jpg_0.jpg,angry
processed_images\angry_Training_52570744.jpg_0.jpg,angry
processed_images\angry_Training_52639931.jpg_0.jpg,angry
processed_images\angry_Training_52654745.jpg_0.jpg,angry
processed_images\angry_Training_5266938.jpg_0.jpg,angry
processed_images\angry_Training_52675811.jpg_0.jpg,angry
processed_images\angry_Training_52738164.jpg_0.jpg,angry
processed_images\angry_Training_52761295.jpg_0.jpg,angry
processed_images\angry_Training_52823874.jpg_0.jpg,angry
processed_images\angry_Training_52926834.jpg_0.jpg,angry
processed_images\angry_Training_52927331.jpg_0.jpg,angry
processed_images\angry_Training_52992959.jpg_0.jpg,angry
processed_images\angry_Training_53006060.jpg_0.jpg,angry
processed_images\angry_Training_53024841.jpg_0.jpg,angry
processed_images\angry_Training_53032040.jpg_0.jpg,angry
processed_images\angry_Training_53117640.jpg_0.jpg,angry
processed_images\angry_Training_53122535.jpg_0.jpg,angry
processed_images\angry_Training_53123534.jpg_0.jpg,angry
processed_images\angry_Training_53133659.jpg_0.jpg,angry
processed_images\angry_Training_53195572.jpg_0.jpg,angry
processed_images\angry_Training_53309337.jpg_0.jpg,angry
processed_images\angry_Training_53333746.jpg_0.jpg,angry
processed_images\angry_Training_53363777.jpg_0.jpg,angry
processed_images\angry_Training_5344760.jpg_0.jpg,angry
processed_images\angry_Training_53494048.jpg_0.jpg,angry
processed_images\angry_Training_53571720.jpg_0.jpg,angry
processed_images\angry_Training_53591293.jpg_0.jpg,angry
processed_images\angry_Training_53661557.jpg_0.jpg,angry
processed_images\angry_Training_53671867.jpg_0.jpg,angry
processed_images\angry_Training_53734093.jpg_0.jpg,angry
processed_images\angry_Training_53777813.jpg_0.jpg,angry
processed_images\angry_Training_53784931.jpg_0.jpg,angry
processed_images\angry_Training_53806921.jpg_0.jpg,angry
processed_images\angry_Training_53846690.jpg_0.jpg,angry
processed_images\angry_Training_53887738.jpg_0.jpg,angry
processed_images\angry_Training_53935854.jpg_0.jpg,angry
processed_images\angry_Training_53972174.jpg_0.jpg,angry
processed_images\angry_Training_53972909.jpg_0.jpg,angry
processed_images\angry_Training_54002486.jpg_0.jpg,angry
processed_images\angry_Training_54006917.jpg_0.jpg,angry
processed_images\angry_Training_54011981.jpg_0.jpg,angry
processed_images\angry_Training_54016929.jpg_0.jpg,angry
processed_images\angry_Training_54018131.jpg_0.jpg,angry
processed_images\angry_Training_54020321.jpg_0.jpg,angry
processed_images\angry_Training_5403082.jpg_0.jpg,angry
processed_images\angry_Training_54086407.jpg_0.jpg,angry
processed_images\angry_Training_54090539.jpg_0.jpg,angry
processed_images\angry_Training_54171715.jpg_0.jpg,angry
processed_images\angry_Training_54195589.jpg_0.jpg,angry
processed_images\angry_Training_54210751.jpg_0.jpg,angry
processed_images\angry_Training_54225626.jpg_0.jpg,angry
processed_images\angry_Training_54232828.jpg_0.jpg,angry
processed_images\angry_Training_54271777.jpg_0.jpg,angry
processed_images\angry_Training_54272745.jpg_0.jpg,angry
processed_images\angry_Training_54273056.jpg_0.jpg,angry
processed_images\angry_Training_54302671.jpg_0.jpg,angry
processed_images\angry_Training_54303163.jpg_0.jpg,angry
processed_images\angry_Training_5433668.jpg_0.jpg,angry
processed_images\angry_Training_5435045.jpg_0.jpg,angry
processed_images\angry_Training_54377587.jpg_0.jpg,angry
processed_images\angry_Training_54401647.jpg_0.jpg,angry
processed_images\angry_Training_54401970.jpg_0.jpg,angry
processed_images\angry_Training_54519924.jpg_0.jpg,angry
processed_images\angry_Training_54586956.jpg_0.jpg,angry
processed_images\angry_Training_54609265.jpg_0.jpg,angry
processed_images\angry_Training_54639179.jpg_0.jpg,angry
processed_images\angry_Training_54670948.jpg_0.jpg,angry
processed_images\angry_Training_54676031.jpg_0.jpg,angry
processed_images\angry_Training_54677097.jpg_0.jpg,angry
processed_images\angry_Training_54688731.jpg_0.jpg,angry
processed_images\angry_Training_54736493.jpg_0.jpg,angry
processed_images\angry_Training_54746320.jpg_0.jpg,angry
processed_images\angry_Training_54751348.jpg_0.jpg,angry
processed_images\angry_Training_54783719.jpg_0.jpg,angry
processed_images\angry_Training_54785886.jpg_0.jpg,angry
processed_images\angry_Training_54806380.jpg_0.jpg,angry
processed_images\angry_Training_54825069.jpg_0.jpg,angry
processed_images\angry_Training_54859789.jpg_0.jpg,angry
processed_images\angry_Training_54912553.jpg_0.jpg,angry
processed_images\angry_Training_54933277.jpg_0.jpg,angry
processed_images\angry_Training_5499664.jpg_0.jpg,angry
processed_images\angry_Training_55019377.jpg_0.jpg,angry
processed_images\angry_Training_55134498.jpg_0.jpg,angry
processed_images\angry_Training_55165674.jpg_0.jpg,angry
processed_images\angry_Training_55191373.jpg_0.jpg,angry
processed_images\angry_Training_55350781.jpg_0.jpg,angry
processed_images\angry_Training_55480975.jpg_0.jpg,angry
processed_images\angry_Training_55483090.jpg_0.jpg,angry
processed_images\angry_Training_55499396.jpg_0.jpg,angry
processed_images\angry_Training_55514774.jpg_0.jpg,angry
processed_images\angry_Training_55534250.jpg_0.jpg,angry
processed_images\angry_Training_55537382.jpg_0.jpg,angry
processed_images\angry_Training_55557287.jpg_0.jpg,angry
processed_images\angry_Training_55564125.jpg_0.jpg,angry
processed_images\angry_Training_55583150.jpg_0.jpg,angry
processed_images\angry_Training_5561500.jpg_0.jpg,angry
processed_images\angry_Training_55627343.jpg_0.jpg,angry
processed_images\angry_Training_556531.jpg_0.jpg,angry
processed_images\angry_Training_55732049.jpg_0.jpg,angry
processed_images\angry_Training_55773425.jpg_0.jpg,angry
processed_images\angry_Training_55784971.jpg_0.jpg,angry
processed_images\angry_Training_55804133.jpg_0.jpg,angry
processed_images\angry_Training_5589531.jpg_0.jpg,angry
processed_images\angry_Training_55896528.jpg_0.jpg,angry
processed_images\angry_Training_55916272.jpg_0.jpg,angry
processed_images\angry_Training_55918369.jpg_0.jpg,angry
processed_images\angry_Training_55923353.jpg_0.jpg,angry
processed_images\angry_Training_55978793.jpg_0.jpg,angry
processed_images\angry_Training_56005621.jpg_0.jpg,angry
processed_images\angry_Training_56071394.jpg_0.jpg,angry
processed_images\angry_Training_56085499.jpg_0.jpg,angry
processed_images\angry_Training_56150092.jpg_0.jpg,angry
processed_images\angry_Training_56208394.jpg_0.jpg,angry
processed_images\angry_Training_56210531.jpg_0.jpg,angry
processed_images\angry_Training_56228300.jpg_0.jpg,angry
processed_images\angry_Training_56235068.jpg_0.jpg,angry
processed_images\angry_Training_56250215.jpg_0.jpg,angry
processed_images\angry_Training_56279754.jpg_0.jpg,angry
processed_images\angry_Training_56302589.jpg_0.jpg,angry
processed_images\angry_Training_56308902.jpg_0.jpg,angry
processed_images\angry_Training_56328770.jpg_0.jpg,angry
processed_images\angry_Training_56467777.jpg_0.jpg,angry
processed_images\angry_Training_5653726.jpg_0.jpg,angry
processed_images\angry_Training_56600080.jpg_0.jpg,angry
processed_images\angry_Training_56620705.jpg_0.jpg,angry
processed_images\angry_Training_56643016.jpg_0.jpg,angry
processed_images\angry_Training_5667727.jpg_0.jpg,angry
processed_images\angry_Training_56679413.jpg_0.jpg,angry
processed_images\angry_Training_56743304.jpg_0.jpg,angry
processed_images\angry_Training_56777373.jpg_0.jpg,angry
processed_images\angry_Training_56789171.jpg_0.jpg,angry
processed_images\angry_Training_56795171.jpg_0.jpg,angry
processed_images\angry_Training_56880866.jpg_0.jpg,angry
processed_images\angry_Training_56915487.jpg_0.jpg,angry
processed_images\angry_Training_56944020.jpg_0.jpg,angry
processed_images\angry_Training_5695022.jpg_0.jpg,angry
processed_images\angry_Training_56956996.jpg_0.jpg,angry
processed_images\angry_Training_57001447.jpg_0.jpg,angry
processed_images\angry_Training_57057434.jpg_0.jpg,angry
processed_images\angry_Training_57122674.jpg_0.jpg,angry
processed_images\angry_Training_57132167.jpg_0.jpg,angry
processed_images\angry_Training_57326521.jpg_0.jpg,angry
processed_images\angry_Training_57346205.jpg_0.jpg,angry
processed_images\angry_Training_57359473.jpg_0.jpg,angry
processed_images\angry_Training_5744991.jpg_0.jpg,angry
processed_images\angry_Training_57460711.jpg_0.jpg,angry
processed_images\angry_Training_57549098.jpg_0.jpg,angry
processed_images\angry_Training_57664910.jpg_0.jpg,angry
processed_images\angry_Training_57701021.jpg_0.jpg,angry
processed_images\angry_Training_57723037.jpg_0.jpg,angry
processed_images\angry_Training_57727106.jpg_0.jpg,angry
processed_images\angry_Training_57731334.jpg_0.jpg,angry
processed_images\angry_Training_57743136.jpg_0.jpg,angry
processed_images\angry_Training_5777739.jpg_0.jpg,angry
processed_images\angry_Training_57799077.jpg_0.jpg,angry
processed_images\angry_Training_57824210.jpg_0.jpg,angry
processed_images\angry_Training_57846579.jpg_0.jpg,angry
processed_images\angry_Training_57882843.jpg_0.jpg,angry
processed_images\angry_Training_57899228.jpg_0.jpg,angry
processed_images\angry_Training_57904554.jpg_0.jpg,angry
processed_images\angry_Training_57976467.jpg_0.jpg,angry
processed_images\angry_Training_58040491.jpg_0.jpg,angry
processed_images\angry_Training_58050106.jpg_0.jpg,angry
processed_images\angry_Training_58059734.jpg_0.jpg,angry
processed_images\angry_Training_58102713.jpg_0.jpg,angry
processed_images\angry_Training_5810367.jpg_0.jpg,angry
processed_images\angry_Training_58113578.jpg_0.jpg,angry
processed_images\angry_Training_58154605.jpg_0.jpg,angry
processed_images\angry_Training_5815808.jpg_0.jpg,angry
processed_images\angry_Training_58216765.jpg_0.jpg,angry
processed_images\angry_Training_58232441.jpg_0.jpg,angry
processed_images\angry_Training_58260888.jpg_0.jpg,angry
processed_images\angry_Training_58281792.jpg_0.jpg,angry
processed_images\angry_Training_5828886.jpg_0.jpg,angry
processed_images\angry_Training_58297187.jpg_0.jpg,angry
processed_images\angry_Training_58403697.jpg_0.jpg,angry
processed_images\angry_Training_58498443.jpg_0.jpg,angry
processed_images\angry_Training_58505552.jpg_0.jpg,angry
processed_images\angry_Training_58517344.jpg_0.jpg,angry
processed_images\angry_Training_58555475.jpg_0.jpg,angry
processed_images\angry_Training_58559868.jpg_0.jpg,angry
processed_images\angry_Training_58568285.jpg_0.jpg,angry
processed_images\angry_Training_58588458.jpg_0.jpg,angry
processed_images\angry_Training_58632039.jpg_0.jpg,angry
processed_images\angry_Training_5867317.jpg_0.jpg,angry
processed_images\angry_Training_58690193.jpg_0.jpg,angry
processed_images\angry_Training_58739375.jpg_0.jpg,angry
processed_images\angry_Training_58756272.jpg_0.jpg,angry
processed_images\angry_Training_58757567.jpg_0.jpg,angry
processed_images\angry_Training_58773233.jpg_0.jpg,angry
processed_images\angry_Training_58785141.jpg_0.jpg,angry
processed_images\angry_Training_58823343.jpg_0.jpg,angry
processed_images\angry_Training_58852182.jpg_0.jpg,angry
processed_images\angry_Training_5886929.jpg_0.jpg,angry
processed_images\angry_Training_5892438.jpg_0.jpg,angry
processed_images\angry_Training_58925397.jpg_0.jpg,angry
processed_images\angry_Training_58937411.jpg_0.jpg,angry
processed_images\angry_Training_58947716.jpg_0.jpg,angry
processed_images\angry_Training_58950369.jpg_0.jpg,angry
processed_images\angry_Training_58967274.jpg_0.jpg,angry
processed_images\angry_Training_59100327.jpg_0.jpg,angry
processed_images\angry_Training_59191939.jpg_0.jpg,angry
processed_images\angry_Training_5924068.jpg_0.jpg,angry
processed_images\angry_Training_5927658.jpg_0.jpg,angry
processed_images\angry_Training_59376220.jpg_0.jpg,angry
processed_images\angry_Training_59410566.jpg_0.jpg,angry
processed_images\angry_Training_59500155.jpg_0.jpg,angry
processed_images\angry_Training_59575661.jpg_0.jpg,angry
processed_images\angry_Training_59590477.jpg_0.jpg,angry
processed_images\angry_Training_59649212.jpg_0.jpg,angry
processed_images\angry_Training_59667109.jpg_0.jpg,angry
processed_images\angry_Training_59706893.jpg_0.jpg,angry
processed_images\angry_Training_59720972.jpg_0.jpg,angry
processed_images\angry_Training_59755801.jpg_0.jpg,angry
processed_images\angry_Training_59771490.jpg_0.jpg,angry
processed_images\angry_Training_59827461.jpg_0.jpg,angry
processed_images\angry_Training_5984897.jpg_0.jpg,angry
processed_images\angry_Training_59851309.jpg_0.jpg,angry
processed_images\angry_Training_5989047.jpg_0.jpg,angry
processed_images\angry_Training_60003551.jpg_0.jpg,angry
processed_images\angry_Training_60008859.jpg_0.jpg,angry
processed_images\angry_Training_60012162.jpg_0.jpg,angry
processed_images\angry_Training_60016886.jpg_0.jpg,angry
processed_images\angry_Training_60026629.jpg_0.jpg,angry
processed_images\angry_Training_60051927.jpg_0.jpg,angry
processed_images\angry_Training_60104684.jpg_0.jpg,angry
processed_images\angry_Training_6011098.jpg_0.jpg,angry
processed_images\angry_Training_60138355.jpg_0.jpg,angry
processed_images\angry_Training_60180669.jpg_0.jpg,angry
processed_images\angry_Training_60201034.jpg_0.jpg,angry
processed_images\angry_Training_60260184.jpg_0.jpg,angry
processed_images\angry_Training_60264995.jpg_0.jpg,angry
processed_images\angry_Training_60293623.jpg_0.jpg,angry
processed_images\angry_Training_60337263.jpg_0.jpg,angry
processed_images\angry_Training_60344662.jpg_0.jpg,angry
processed_images\angry_Training_60374809.jpg_0.jpg,angry
processed_images\angry_Training_60376349.jpg_0.jpg,angry
processed_images\angry_Training_60381974.jpg_0.jpg,angry
processed_images\angry_Training_60456448.jpg_0.jpg,angry
processed_images\angry_Training_60514278.jpg_0.jpg,angry
processed_images\angry_Training_60604607.jpg_0.jpg,angry
processed_images\angry_Training_60607708.jpg_0.jpg,angry
processed_images\angry_Training_60719881.jpg_0.jpg,angry
processed_images\angry_Training_60732055.jpg_0.jpg,angry
processed_images\angry_Training_60737649.jpg_0.jpg,angry
processed_images\angry_Training_60819732.jpg_0.jpg,angry
processed_images\angry_Training_60858047.jpg_0.jpg,angry
processed_images\angry_Training_60867567.jpg_0.jpg,angry
processed_images\angry_Training_60883121.jpg_0.jpg,angry
processed_images\angry_Training_60888154.jpg_0.jpg,angry
processed_images\angry_Training_60894434.jpg_0.jpg,angry
processed_images\angry_Training_60894860.jpg_0.jpg,angry
processed_images\angry_Training_61050899.jpg_0.jpg,angry
processed_images\angry_Training_61077408.jpg_0.jpg,angry
processed_images\angry_Training_61150757.jpg_0.jpg,angry
processed_images\angry_Training_6144214.jpg_0.jpg,angry
processed_images\angry_Training_61466679.jpg_0.jpg,angry
processed_images\angry_Training_6154191.jpg_0.jpg,angry
processed_images\angry_Training_61551182.jpg_0.jpg,angry
processed_images\angry_Training_61596872.jpg_0.jpg,angry
processed_images\angry_Training_61702158.jpg_0.jpg,angry
processed_images\angry_Training_61705108.jpg_0.jpg,angry
processed_images\angry_Training_61773462.jpg_0.jpg,angry
processed_images\angry_Training_61797791.jpg_0.jpg,angry
processed_images\angry_Training_61827355.jpg_0.jpg,angry
processed_images\angry_Training_61842123.jpg_0.jpg,angry
processed_images\angry_Training_61879181.jpg_0.jpg,angry
processed_images\angry_Training_61913048.jpg_0.jpg,angry
processed_images\angry_Training_61939951.jpg_0.jpg,angry
processed_images\angry_Training_61974936.jpg_0.jpg,angry
processed_images\angry_Training_62028662.jpg_0.jpg,angry
processed_images\angry_Training_62131804.jpg_0.jpg,angry
processed_images\angry_Training_62136050.jpg_0.jpg,angry
processed_images\angry_Training_621487.jpg_0.jpg,angry
processed_images\angry_Training_62169045.jpg_0.jpg,angry
processed_images\angry_Training_62232414.jpg_0.jpg,angry
processed_images\angry_Training_62298053.jpg_0.jpg,angry
processed_images\angry_Training_62362932.jpg_0.jpg,angry
processed_images\angry_Training_62364416.jpg_0.jpg,angry
processed_images\angry_Training_6236670.jpg_0.jpg,angry
processed_images\angry_Training_62380494.jpg_0.jpg,angry
processed_images\angry_Training_62528027.jpg_0.jpg,angry
processed_images\angry_Training_62569186.jpg_0.jpg,angry
processed_images\angry_Training_62633983.jpg_0.jpg,angry
processed_images\angry_Training_62659134.jpg_0.jpg,angry
processed_images\angry_Training_62670040.jpg_0.jpg,angry
processed_images\angry_Training_62719002.jpg_0.jpg,angry
processed_images\angry_Training_62720547.jpg_0.jpg,angry
processed_images\angry_Training_6272922.jpg_0.jpg,angry
processed_images\angry_Training_62788518.jpg_0.jpg,angry
processed_images\angry_Training_62999357.jpg_0.jpg,angry
processed_images\angry_Training_63051630.jpg_0.jpg,angry
processed_images\angry_Training_63066656.jpg_0.jpg,angry
processed_images\angry_Training_63081016.jpg_0.jpg,angry
processed_images\angry_Training_63101660.jpg_0.jpg,angry
processed_images\angry_Training_6310681.jpg_0.jpg,angry
processed_images\angry_Training_63144268.jpg_0.jpg,angry
processed_images\angry_Training_63167630.jpg_0.jpg,angry
processed_images\angry_Training_63183895.jpg_0.jpg,angry
processed_images\angry_Training_63221799.jpg_0.jpg,angry
processed_images\angry_Training_63238670.jpg_0.jpg,angry
processed_images\angry_Training_63255355.jpg_0.jpg,angry
processed_images\angry_Training_6325945.jpg_0.jpg,angry
processed_images\angry_Training_63260845.jpg_0.jpg,angry
processed_images\angry_Training_63330481.jpg_0.jpg,angry
processed_images\angry_Training_63346740.jpg_0.jpg,angry
processed_images\angry_Training_63395049.jpg_0.jpg,angry
processed_images\angry_Training_63427092.jpg_0.jpg,angry
processed_images\angry_Training_63433392.jpg_0.jpg,angry
processed_images\angry_Training_63447078.jpg_0.jpg,angry
processed_images\angry_Training_6349226.jpg_0.jpg,angry
processed_images\angry_Training_63560409.jpg_0.jpg,angry
processed_images\angry_Training_63616557.jpg_0.jpg,angry
processed_images\angry_Training_63696231.jpg_0.jpg,angry
processed_images\angry_Training_63722125.jpg_0.jpg,angry
processed_images\angry_Training_637496.jpg_0.jpg,angry
processed_images\angry_Training_63766171.jpg_0.jpg,angry
processed_images\angry_Training_63785454.jpg_0.jpg,angry
processed_images\angry_Training_63914663.jpg_0.jpg,angry
processed_images\angry_Training_63918104.jpg_0.jpg,angry
processed_images\angry_Training_63920666.jpg_0.jpg,angry
processed_images\angry_Training_63945190.jpg_0.jpg,angry
processed_images\angry_Training_63995174.jpg_0.jpg,angry
processed_images\angry_Training_64059478.jpg_0.jpg,angry
processed_images\angry_Training_64136042.jpg_0.jpg,angry
processed_images\angry_Training_64181436.jpg_0.jpg,angry
processed_images\angry_Training_64214583.jpg_0.jpg,angry
processed_images\angry_Training_64219389.jpg_0.jpg,angry
processed_images\angry_Training_6423512.jpg_0.jpg,angry
processed_images\angry_Training_64238775.jpg_0.jpg,angry
processed_images\angry_Training_64262917.jpg_0.jpg,angry
processed_images\angry_Training_64297450.jpg_0.jpg,angry
processed_images\angry_Training_64320822.jpg_0.jpg,angry
processed_images\angry_Training_64332156.jpg_0.jpg,angry
processed_images\angry_Training_64388896.jpg_0.jpg,angry
processed_images\angry_Training_64428670.jpg_0.jpg,angry
processed_images\angry_Training_64511466.jpg_0.jpg,angry
processed_images\angry_Training_64515232.jpg_0.jpg,angry
processed_images\angry_Training_64518375.jpg_0.jpg,angry
processed_images\angry_Training_6452225.jpg_0.jpg,angry
processed_images\angry_Training_6452693.jpg_0.jpg,angry
processed_images\angry_Training_64612167.jpg_0.jpg,angry
processed_images\angry_Training_64633357.jpg_0.jpg,angry
processed_images\angry_Training_64655133.jpg_0.jpg,angry
processed_images\angry_Training_64668752.jpg_0.jpg,angry
processed_images\angry_Training_64702531.jpg_0.jpg,angry
processed_images\angry_Training_64706269.jpg_0.jpg,angry
processed_images\angry_Training_64715460.jpg_0.jpg,angry
processed_images\angry_Training_64754567.jpg_0.jpg,angry
processed_images\angry_Training_64756721.jpg_0.jpg,angry
processed_images\angry_Training_64781967.jpg_0.jpg,angry
processed_images\angry_Training_6478197.jpg_0.jpg,angry
processed_images\angry_Training_64793914.jpg_0.jpg,angry
processed_images\angry_Training_64803836.jpg_0.jpg,angry
processed_images\angry_Training_64805326.jpg_0.jpg,angry
processed_images\angry_Training_6480678.jpg_0.jpg,angry
processed_images\angry_Training_64809520.jpg_0.jpg,angry
processed_images\angry_Training_64849486.jpg_0.jpg,angry
processed_images\angry_Training_64867768.jpg_0.jpg,angry
processed_images\angry_Training_64881187.jpg_0.jpg,angry
processed_images\angry_Training_64899188.jpg_0.jpg,angry
processed_images\angry_Training_64904671.jpg_0.jpg,angry
processed_images\angry_Training_64909824.jpg_0.jpg,angry
processed_images\angry_Training_64945644.jpg_0.jpg,angry
processed_images\angry_Training_64957700.jpg_0.jpg,angry
processed_images\angry_Training_64988031.jpg_0.jpg,angry
processed_images\angry_Training_65039115.jpg_0.jpg,angry
processed_images\angry_Training_65046519.jpg_0.jpg,angry
processed_images\angry_Training_65137096.jpg_0.jpg,angry
processed_images\angry_Training_65191900.jpg_0.jpg,angry
processed_images\angry_Training_65199490.jpg_0.jpg,angry
processed_images\angry_Training_65219022.jpg_0.jpg,angry
processed_images\angry_Training_6522288.jpg_0.jpg,angry
processed_images\angry_Training_65231205.jpg_0.jpg,angry
processed_images\angry_Training_65266013.jpg_0.jpg,angry
processed_images\angry_Training_65287981.jpg_0.jpg,angry
processed_images\angry_Training_65358424.jpg_0.jpg,angry
processed_images\angry_Training_65397218.jpg_0.jpg,angry
processed_images\angry_Training_65444375.jpg_0.jpg,angry
processed_images\angry_Training_6551016.jpg_0.jpg,angry
processed_images\angry_Training_65529400.jpg_0.jpg,angry
processed_images\angry_Training_65536623.jpg_0.jpg,angry
processed_images\angry_Training_65539995.jpg_0.jpg,angry
processed_images\angry_Training_65597608.jpg_0.jpg,angry
processed_images\angry_Training_65623913.jpg_0.jpg,angry
processed_images\angry_Training_65635338.jpg_0.jpg,angry
processed_images\angry_Training_65648141.jpg_0.jpg,angry
processed_images\angry_Training_65652362.jpg_0.jpg,angry
processed_images\angry_Training_65678870.jpg_0.jpg,angry
processed_images\angry_Training_65700594.jpg_0.jpg,angry
processed_images\angry_Training_65756256.jpg_0.jpg,angry
processed_images\angry_Training_65767860.jpg_0.jpg,angry
processed_images\angry_Training_65772714.jpg_0.jpg,angry
processed_images\angry_Training_65813083.jpg_0.jpg,angry
processed_images\angry_Training_65844913.jpg_0.jpg,angry
processed_images\angry_Training_65849134.jpg_0.jpg,angry
processed_images\angry_Training_65866393.jpg_0.jpg,angry
processed_images\angry_Training_65914696.jpg_0.jpg,angry
processed_images\angry_Training_65927765.jpg_0.jpg,angry
processed_images\angry_Training_65930929.jpg_0.jpg,angry
processed_images\angry_Training_65936529.jpg_0.jpg,angry
processed_images\angry_Training_65978744.jpg_0.jpg,angry
processed_images\angry_Training_66001996.jpg_0.jpg,angry
processed_images\angry_Training_66028776.jpg_0.jpg,angry
processed_images\angry_Training_66046678.jpg_0.jpg,angry
processed_images\angry_Training_66055698.jpg_0.jpg,angry
processed_images\angry_Training_66072002.jpg_0.jpg,angry
processed_images\angry_Training_66093086.jpg_0.jpg,angry
processed_images\angry_Training_661131.jpg_0.jpg,angry
processed_images\angry_Training_66118663.jpg_0.jpg,angry
processed_images\angry_Training_66210176.jpg_0.jpg,angry
processed_images\angry_Training_66229134.jpg_0.jpg,angry
processed_images\angry_Training_66238780.jpg_0.jpg,angry
